transaction_date,trade_date,ticker,company_name,owner_name,Title,transaction_type,last_price,Qty,shares_held,Owned,Value,stock_value,30_days_later
2022-08-08 16:29:46,2022-08-05,IART,Integra Lifesciences Holdings Corp,Murphy Raymond G.,Dir,S - Sale,55.78,"-8,000","69,586",-10%,"-$446,266",55.72999954223633,47.34000015258789
2022-08-12 16:23:46,2022-08-11,MA,Mastercard Inc,Mastercard Foundation,10%,S - Sale,352.4,"-354,425","102,743,258",0%,"-$124,900,486",350.5799865722656,335.8500061035156
2022-08-23 20:49:11,2022-08-19,CDNS,Cadence Design Systems Inc,Tan Lip Bu,Executive Chair,S - Sale,188.0,"-40,000","1,775,769",-2%,"-$7,519,794",188.0399932861328,164.27000427246094
2022-08-10 19:52:23,2022-08-08,BMRN,Biomarin Pharmaceutical Inc,Guyer Charles Greg,"EVP, Chief Technical Officer",S - Sale,96.56,"-6,205","42,168",-13%,"-$599,155",95.69999694824219,88.8499984741211
2022-08-12 16:05:38,2022-08-10,MYRG,Myr Group Inc.,Cooper Tod M.,"SVP, COO T, D",S - Sale,97.02,"-3,877","37,052",-9%,"-$376,160",97.2699966430664,91.12000274658203
2022-08-05 16:05:34,2022-08-03,KLAC,Kla Corp,Kirloskar Virendra A,"SVP, Chief Accounting Officer",S - Sale,383.11,"-1,399","3,114",-31%,"-$535,971",395.92999267578125,337.1099853515625
2022-08-10 19:29:03,2022-08-08,AXNX,"Axonics, Inc.",Cohen Raymond W,CEO,S - Sale,70.44,"-44,000","149,635",-23%,"-$3,099,326",71.06999969482422,68.45999908447266
2022-08-17 16:34:20,2022-08-16,RNG,"Ringcentral, Inc.",Katibeh Mohammed,"Pres, COO",S - Sale,50.26,"-2,978","136,905",-2%,"-$149,676",50.16999816894531,44.84000015258789
2022-08-18 19:58:33,2022-08-16,WMS,"Advanced Drainage Systems, Inc.",Klein Robert M,"EVP, Sales",S - Sale,150.8,"-20,767","132,599",-14%,"-$3,131,696",152.8300018310547,135.47999572753906
2022-08-12 16:27:48,2022-08-12,IIPR,Innovative Industrial Properties Inc,Gold Alan D,Exec COB,P - Purchase,97.79,"+1,000","269,808",0%,"+$97,793",98.44000244140625,94.80000305175781
2022-08-24 19:06:07,2022-08-22,WMT,Walmart Inc.,Walton Alice L,10%,S - Sale,135.19,"-322,647","1,290,317,888",0%,"-$43,618,749",134.57000732421875,133.5500030517578
2022-08-22 10:05:17,2022-08-19,PG,Procter & Gamble Co,Coombe Gary A,CEO - Grooming,S - Sale,149.21,"-12,930","31,217",-29%,"-$1,929,285",149.72999572753906,138.27999877929688
2022-08-31 12:23:35,2022-08-30,TPL,Texas Pacific Land Corp,Stahl Murray,Dir,P - Purchase,1716.8,+22,"368,719",0%,"+$37,770",1716.800048828125,1766.52001953125
2022-08-08 17:38:52,2022-08-04,MPWR,Monolithic Power Systems Inc,Tseng Saria,"VP, GC",S - Sale,522.39,-984,"263,000",0%,"-$514,032",530.9600219726562,424.4200134277344
2022-08-15 18:23:23,2022-08-12,ON,On Semiconductor Corp,Keeton Simon,"EVP, GM, PSG",S - Sale,70.0,"-2,813","167,341",-2%,"-$196,910",71.16000366210938,71.66999816894531
2022-08-22 18:12:59,2022-08-18,TNET,"Trinet Group, Inc.",Lee Jonathan D.,PRINCIPAL ACCOUNTING OFFICER,S - Sale,89.55,-953,"13,836",-6%,"-$85,341",89.19000244140625,76.3499984741211
2022-08-26 20:16:03,2022-08-25,CTLT,"Catalent, Inc.",Castellano Thomas P,"SVP, CFO",S - Sale,103.04,"-1,414","20,099",-7%,"-$145,699",104.19999694824219,76.06999969482422
2022-08-24 20:07:31,2022-08-23,MHK,Mohawk Industries Inc,Helen Suzanne L,Possible member of group,S - Sale,112.3,"-6,300","302,418",-2%,"-$707,491",112.97000122070312,95.45999908447266
2022-08-25 16:20:37,2022-08-25,ACLS,Axcelis Technologies Inc,Keithley Joseph P,Dir,S - Sale,79.37,"-2,000","23,375",-8%,"-$158,740",81.7300033569336,57.34000015258789
2022-08-17 16:16:54,2022-08-17,MHK,Mohawk Industries Inc,Thiers Bernard,Pres-Flooring ROW,S - Sale,122.52,"-8,000","220,317",-4%,"-$980,130",122.77999877929688,101.12000274658203
2022-08-11 20:22:24,2022-08-10,EQIX,Equinix Inc,Morandi Brandi Galvin,"Chief Legal, HR Officer",S - Sale,710.15,"-3,356","17,284",-16%,"-$2,383,273",709.4600219726562,650.9000244140625
2022-08-22 16:15:09,2022-08-18,PCTY,Paylocity Holding Corp,Sarowitz Steven I,"Dir, 10%",S - Sale,265.88,"-26,801","11,395,622",0%,"-$7,125,848",266.4800109863281,248.8000030517578
2022-08-04 17:05:39,2022-08-03,TAP,Molson Coors Beverage Co,Winnefeld James A Jr,Dir,P - Purchase,53.45,+200,"13,226",+2%,"+$10,690",54.189998626708984,51.369998931884766
2022-08-16 16:31:40,2022-08-15,TWLO,Twilio Inc,Manor Eyal,Chief Product Officer,S - Sale,87.15,"-3,877","156,481",-2%,"-$337,867",87.45999908447266,70.87000274658203
2022-08-12 10:36:19,2022-08-11,TPL,Texas Pacific Land Corp,Stahl Murray,Dir,P - Purchase,1744.6,+22,"368,433",0%,"+$38,381",1744.5999755859375,1822.800048828125
2022-08-12 16:37:56,2022-08-10,TMUS,"T-Mobile Us, Inc.",Datar Srikant M.,Dir,S - Sale,145.0,"-1,000","40,747",-2%,"-$145,000",144.83999633789062,145.3699951171875
2022-08-31 16:14:20,2022-08-31,PRI,"Primerica, Inc.",Rand Alison S.,"EVP, CFO",S - Sale,127.4,"-1,500","12,433",-11%,"-$191,100",126.75,124.19000244140625
2022-08-04 08:05:51,2022-08-03,AGCO,Agco Corp /de,Long Lara Thrush,"VP, Chief Accounting Officer",S - Sale,105.5,-939,"1,491",-39%,"-$99,065",105.37999725341797,106.75
2022-08-26 20:16:59,2022-08-25,CTLT,"Catalent, Inc.",Fasman Steven L,"EVP, Chief Admin Officer",S - Sale,103.04,"-4,811","61,853",-7%,"-$495,725",104.19999694824219,76.06999969482422
2022-08-04 17:02:32,2022-08-02,SQ,"Block, Inc.",Ahuja Amrita,CFO,S - Sale,78.89,"-3,820","151,829",-2%,"-$301,360",79.08999633789062,68.91000366210938
2022-08-19 16:15:25,2022-08-17,ECL,Ecolab Inc.,Gates William H III,10%,P - Purchase,174.97,"+112,325","31,126,887",0%,"+$19,653,142",174.9499969482422,161.80999755859375
2022-08-22 19:57:04,2022-08-19,KBR,"Kbr, Inc.",Conlon Gregory Sean,"Chief Digital, Development",S - Sale,52.09,"-14,564","50,399",-22%,"-$758,634",51.959999084472656,49.220001220703125
2022-08-02 16:18:17,2022-08-01,APLS,"Apellis Pharmaceuticals, Inc.",Grossi Federico,CHIEF MEDICAL OFFICER,S - Sale,55.99,"-2,500","107,384",-2%,"-$139,975",55.7599983215332,58.84000015258789
2022-08-15 16:28:04,2022-08-11,IFF,International Flavors & Fragrances Inc,Fortanet Francisco,"EVP, Operations",S - Sale,125.0,"-10,000","17,272",-37%,"-$1,250,000",122.2300033569336,114.48999786376953
2022-08-02 16:07:19,2022-08-01,PTC,Ptc Inc.,Von Staats Aaron C,"EVP, GC, Secretary",S - Sale,122.59,"-1,000","23,400",-4%,"-$122,594",122.19000244140625,114.18000030517578
2022-08-29 20:54:53,2022-08-26,SWAV,"Shockwave Medical, Inc.",Phung Trinh,"VP, Finance",S - Sale,310.76,"-3,500","25,063",-12%,"-$1,087,660",304.44000244140625,252.0800018310547
2022-08-12 16:17:33,2022-08-10,KWR,Quaker Chemical Corp,Qh Hungary Holdings Ltd,10%,P - Purchase,184.27,"+50,000","3,992,377",+1%,"+$9,213,470",192.9499969482422,174.3000030517578
2022-08-05 17:06:44,2022-08-03,IT,Gartner Inc,Beck Joseph P.,"EVP, Global Technology Sales",S - Sale,291.73,"-2,635","8,144",-24%,"-$768,709",288.260009765625,291.5400085449219
2022-08-22 19:39:51,2022-08-18,FELE,Franklin Electric Co Inc,Grandon Jonathan M.,Chief Administrative Officer,S - Sale,94.66,"-1,536","16,517",-9%,"-$145,401",94.80000305175781,83.54000091552734
2022-08-17 14:17:57,2022-08-16,OFLX,"Omega Flex, Inc.",Albino Mark F,Dir,S - Sale,116.14,"-2,666","208,772",-1%,"-$309,635",115.44000244140625,105.80000305175781
2022-08-12 17:56:56,2022-08-10,NSP,"Insperity, Inc.",Arizpe Arthur A,"Pres, COO",S - Sale,110.0,"-5,000","181,476",-3%,"-$550,000",111.04000091552734,110.0
2022-08-26 20:15:45,2022-08-25,CTLT,"Catalent, Inc.",Carletti Lorenzo,"SVP Global Ops Ph, Cons Hlth",S - Sale,103.04,"-1,033","4,985",-17%,"-$106,440",104.19999694824219,76.06999969482422
2022-08-16 18:01:37,2022-08-15,PSMT,Pricesmart Inc,Price Robert E,"Dir, 10%",S - Sale,66.63,"-20,000","1,906,122",-1%,"-$1,332,627",66.25,61.310001373291016
2022-08-02 16:22:39,2022-08-01,ADI,Analog Devices Inc,Doluca Tunc,Dir,S - Sale,170.34,"-7,000","731,484",-1%,"-$1,192,372",171.4600067138672,152.72999572753906
2022-08-24 10:17:58,2022-08-23,FELE,Franklin Electric Co Inc,Grandon Jonathan M.,Chief Administrative Officer,S - Sale,91.36,"-1,464","15,053",-9%,"-$133,744",91.58999633789062,84.41000366210938
2022-08-17 16:22:50,2022-08-16,OFLX,"Omega Flex, Inc.",Albino Mark F,Dir,S - Sale,116.49,"-4,387","204,385",-2%,"-$511,038",115.44000244140625,105.80000305175781
2022-08-03 16:14:36,2022-08-02,CMG,Chipotle Mexican Grill Inc,Boatwright Scott,Chief Restaurant Officer,S - Sale,1559.98,"-1,005","6,478",-13%,"-$1,567,780",1549.8499755859375,1596.800048828125
2022-08-17 10:51:35,2022-08-16,TPL,Texas Pacific Land Corp,Stahl Murray,Dir,P - Purchase,1658.85,+22,"368,499",0%,"+$36,495",1658.8499755859375,1858.31005859375
2022-08-22 16:10:15,2022-08-19,AZTA,"Azenta, Inc.",Robertson Lindon G,"EVP, CFO",P - Purchase,57.62,"+4,350","100,571",+5%,"+$250,647",57.630001068115234,50.34000015258789
2022-08-02 16:06:42,2022-08-02,FSLR,"First Solar, Inc.",Sweeney Michael T,Dir,S - Sale,100.03,"-6,500","25,869",-20%,"-$650,195",99.72000122070312,127.55000305175781
2022-08-26 20:23:59,2022-08-25,CTLT,"Catalent, Inc.",Schmidt Kay A,"SVP, Enterprise Functions",S - Sale,103.04,"-1,321","17,388",-7%,"-$136,116",104.19999694824219,76.06999969482422
2022-08-18 16:08:31,2022-08-16,PCTY,Paylocity Holding Corp,Rost Nicholas,"VP, Chief Accounting Officer",S - Sale,268.0,-185,"4,877",-4%,"-$49,580",271.7699890136719,257.5799865722656
2022-08-26 17:43:26,2022-08-24,PCOR,"Procore Technologies, Inc.",Fleming William Fred Jr,"SVP, Corporate Controller",S - Sale,56.04,"-2,486","70,136",-3%,"-$139,315",56.099998474121094,51.310001373291016
2022-08-22 17:00:40,2022-08-18,TJX,Tjx Companies Inc /de/,Meyrowitz Carol,Exec COB,S - Sale,67.62,"-70,720","264,967",-21%,"-$4,782,065",68.01000213623047,64.66000366210938
2022-08-18 14:58:08,2022-08-16,DIOD,Diodes Inc /del/,Lu Keh Shew,"Pres, CEO",S - Sale,83.11,"-3,000","910,272",0%,"-$249,331",83.12999725341797,67.01000213623047
2022-08-22 21:03:25,2022-08-22,AMGN,Amgen Inc,Williams R Sanders,Dir,S - Sale,249.96,-200,"5,301",-4%,"-$49,992",246.89999389648438,227.7100067138672
2022-08-10 15:36:13,2022-08-10,NVR,Nvr Inc,Bailey Sallie B,Dir,P - Purchase,4365.45,+25,100,+33%,"+$109,136",4393.990234375,4191.60986328125
2022-09-08 17:37:00,2022-09-06,NARI,"Inari Medical, Inc.",Hykes Andrew,COO,S - Sale,70.0,"-5,000","136,641",-4%,"-$350,000",69.05999755859375,74.95999908447266
2022-09-01 16:05:59,2022-08-30,ABC,Amerisourcebergen Corp,Clark Gina,EVP,S - Sale,146.8,-288,"15,526",-2%,"-$42,278",145.42999267578125,138.41000366210938
2022-09-09 16:02:58,2022-09-08,AME,Ametek Inc/,Kohlhagen Steven W,Dir,S - Sale,123.75,"-3,100","42,864",-7%,"-$383,614",123.98999786376953,116.29000091552734
2022-09-30 10:08:18,2022-09-29,TPL,Texas Pacific Land Corp,Stahl Murray,Dir,P - Purchase,1777.7,+12,"369,099",0%,"+$21,332",1777.699951171875,2319.1201171875
2022-09-22 17:12:23,2022-09-20,BMY,Bristol Myers Squibb Co,Caforio Giovanni,"Board Chair, CEO",S - Sale,69.71,"-25,000","476,104",-5%,"-$1,742,750",69.7300033569336,71.13999938964844
2022-09-20 15:51:37,2022-09-20,CME,Cme Group Inc.,McCourt Timothy Francis,"Sr MD Global Head Equity, FX",S - Sale,189.29,-97,"5,334",-2%,"-$18,361",187.25,172.8000030517578
2022-09-20 16:42:18,2022-09-16,PLMR,"Palomar Holdings, Inc.",Armstrong Mac,"CEO, COB",S - Sale,84.9,"-12,000","587,149",-2%,"-$1,018,781",84.18000030517578,92.5999984741211
2022-09-14 14:34:18,2022-09-12,MORN,"Morningstar, Inc.",Mansueto Joseph D,"Exec COB, 10%",S - Sale,246.17,"-8,747","16,918,928",0%,"-$2,153,213",245.8699951171875,215.27999877929688
2022-09-16 14:54:32,2022-09-14,TGT,Target Corp,Mulligan John J,Exec Officer,S - Sale,166.02,"-39,101","118,425",-25%,"-$6,491,609",165.3800048828125,154.1199951171875
2022-09-08 17:15:30,2022-09-06,FIVN,"Five9, Inc.",Zwarenstein Barry,CFO,S - Sale,90.3,"-2,993","182,232",-2%,"-$270,263",88.75,80.26000213623047
2022-09-02 17:14:56,2022-09-01,CEIX,Consol Energy Inc.,Wiegand Martha A,"GC, Secretary",S - Sale,70.86,"-8,500","61,509",-12%,"-$602,290",69.43000030517578,64.31999969482422
2022-09-02 16:00:43,2022-09-01,OLED,Universal Display Corp pa,Rosenblatt Sidney D,"EVP, CFO",S - Sale,107.25,"-50,000","211,610",-19%,"-$5,362,399",108.91000366210938,94.3499984741211
2022-09-06 17:12:39,2022-09-02,NVCR,Novocure Ltd,Shah Pritesh,Chief Commercial Officer,S - Sale,79.04,-269,"83,230",0%,"-$21,261",78.6500015258789,75.9800033569336
2022-09-09 16:12:31,2022-09-07,IPGP,Ipg Photonics Corp,Valentin Gapontsev Trust I,10%,S - Sale,88.14,"-5,000","7,409,599",0%,"-$440,719",89.37000274658203,90.20999908447266
2022-09-26 21:15:13,2022-09-26,RH,Rh,Krane Hilary K,Dir,S - Sale,246.15,-137,"6,800",-2%,"-$33,723",240.6199951171875,246.97999572753906
2022-09-06 16:17:13,2022-09-01,MEDP,"Medpace Holdings, Inc.",Troendle August J.,"CEO, 10%",P - Purchase,144.77,"+90,790","6,411,072",+1%,"+$13,143,379",147.52999877929688,157.1699981689453
2022-09-19 06:41:10,2022-09-16,SAFT,Safety Insurance Group Inc,Whitford Christopher Thomas,"VP, CFO, Secretary",S - Sale,86.03,-223,"15,060",-1%,"-$19,185",85.66999816894531,80.30000305175781
2022-09-15 18:40:27,2022-09-13,META,"Meta Platforms, Inc.",Newstead Jennifer,GC,S - Sale,161.23,-342,"22,638",-1%,"-$55,141",153.1300048828125,127.5
2022-09-02 16:27:58,2022-09-01,ADI,Analog Devices Inc,Doluca Tunc,Dir,S - Sale,150.0,"-2,400","712,284",0%,"-$360,001",150.69000244140625,139.33999633789062
2022-09-02 20:42:38,2022-09-01,RICK,"Rci Hospitality Holdings, Inc.",Elaine Johnson Martin,Dir,P - Purchase,63.93,+17,"8,597",0%,"+$1,087",65.01000213623047,65.33999633789062
2022-09-22 13:29:26,2022-09-20,MORN,"Morningstar, Inc.",Mansueto Joseph D,"Exec COB, 10%",S - Sale,225.38,"-16,958","16,892,563",0%,"-$3,821,908",225.22999572753906,214.9499969482422
2022-09-28 09:12:14,2022-09-26,LH,Laboratory Corp of America Holdings,Eisenberg Glenn A,"CFO, EVP",S - Sale,210.62,"-25,000","27,158",-48%,"-$5,265,576",210.42999267578125,228.2100067138672
2022-09-29 16:30:17,2022-03-23,COUP,Coupa Software Inc,Baratta Maurizio,Chief Accounting Officer,S - Sale,103.51,-333,"4,932",-6%,"-$34,469",103.0,91.33000183105469
2022-09-13 16:28:54,2022-09-09,BBY,Best Buy Co Inc,Harmon Damien,"EVP, Omnichannel",S - Sale,76.58,"-1,308","44,910",-3%,"-$100,165",76.23999786376953,64.52999877929688
2022-09-09 17:05:29,2022-09-07,COIN,"Coinbase Global, Inc.",Lutke Tobias,Dir,P - Purchase,62.0,"+5,894","50,623",+13%,"+$365,428",68.25,73.91000366210938
2022-09-06 18:44:24,2022-09-01,SITM,Sitime Corp,Assaderaghi Fariborz,See Remarks,S - Sale,97.75,"-1,540","115,145",-1%,"-$150,535",99.76000213623047,78.7300033569336
2022-09-06 16:02:26,2022-09-02,SPT,"Sprout Social, Inc.",Rankin Aaron Edward Frederick,"CTO, 10%",S - Sale,57.66,-834,"31,986",-3%,"-$48,088",56.61000061035156,60.68000030517578
2022-09-02 16:46:31,2022-09-01,CBRE,"Cbre Group, Inc.",Queenan Daniel G,"CEO, Real Estate Investments",S - Sale,78.26,"-5,000","183,841",-3%,"-$391,300",77.48999786376953,67.51000213623047
2022-09-15 11:29:40,2022-09-13,PFG,Principal Financial Group Inc,Cheong Wee Yee,"EVP, Principal Asia",S - Sale,78.45,"-2,447","34,700",-7%,"-$191,967",77.41000366210938,76.04000091552734
2022-09-06 16:07:37,2022-09-01,NOW,"Servicenow, Inc.",Luddy Frederic B,Dir,S - Sale,423.9,"-6,600","194,584",-3%,"-$2,797,732",430.55999755859375,377.6099853515625
2022-09-08 18:32:29,2022-09-08,PTC,Ptc Inc.,Moret Blake D.,Dir,S - Sale,118.84,"-100,000","9,203,874",-1%,"-$11,884,253",119.58999633789062,110.16999816894531
2022-09-28 12:29:04,2022-09-26,GOOG,Alphabet Inc.,Mather Ann,Dir,S - Sale,98.6,-300,"36,440",-1%,"-$29,580",98.80999755859375,104.93000030517578
2022-09-02 16:49:19,2021-06-11,BYD,Boyd Gaming Corp,Spadafor Christine J.,Dir,S - Sale,62.8,"-2,654","9,841",-21%,"-$166,671",62.83000183105469,57.189998626708984
2022-09-14 17:15:07,2022-09-12,VEEV,Veeva Systems Inc,Chamberlain Paul Edward,Dir,S - Sale,179.99,-260,"16,443",-2%,"-$46,797",180.2100067138672,162.25999450683594
2022-09-07 19:17:48,2022-09-06,AKAM,Akamai Technologies Inc,Ahola Aaron,"EVP, GC",S - Sale,88.52,"-3,500","11,916",-23%,"-$309,820",88.6500015258789,85.37999725341797
2022-09-26 16:42:06,2022-09-22,DDOG,"Datadog, Inc.",Blitzer Adam,COO,S - Sale,91.11,"-6,861","173,019",-4%,"-$625,105",89.44000244140625,82.1500015258789
2022-09-30 18:28:32,2022-06-02,CRWD,"Crowdstrike Holdings, Inc.",Gandhi Sameer K,Dir,P - Purchase,172.92,+81,"1,580,321",0%,"+$14,006",174.02000427246094,179.25
2022-09-13 18:51:13,2022-09-09,SIG,Signet Jewelers Ltd,Lovejoy Stephen E.,Chief Supply Chain Officer,S - Sale,62.33,"-6,000","82,732",-7%,"-$373,983",63.439998626708984,57.36000061035156
2022-09-13 18:02:38,2022-09-12,MSFT,Microsoft Corp,Capossela Christopher C,"EVP, CMO",S - Sale,266.25,"-5,000","112,445",-4%,"-$1,331,251",266.6499938964844,225.41000366210938
2022-09-08 16:07:40,2022-09-06,REGN,"Regeneron Pharmaceuticals, Inc.",Ryan Arthur F,Dir,S - Sale,582.37,-100,"19,582",-1%,"-$58,237",573.969970703125,745.6799926757812
2022-09-07 16:05:16,2022-09-06,HSY,Hershey Co,Reiman Jason,SVP Chief Supply Chain Officer,S - Sale,226.02,-750,"15,267",-5%,"-$169,515",222.75,225.08999633789062
2022-09-20 17:25:56,2022-09-16,MORN,"Morningstar, Inc.",Mansueto Joseph D,"Exec COB, 10%",S - Sale,224.19,"-5,102","16,909,521",0%,"-$1,143,815",224.55999755859375,213.4199981689453
2022-09-01 18:07:11,2022-08-31,SGEN,Seagen Inc.,Himes Vaughn B,Chief Technical Officer,S - Sale,154.42,"-3,584","186,654",-2%,"-$553,422",154.2899932861328,135.6999969482422
2022-09-13 16:52:05,2022-09-09,HD,"Home Depot, Inc.",Siddiqui Fahim,"EVP, CIO",S - Sale,300.59,"-1,000","6,180",-14%,"-$300,590",299.7699890136719,284.32000732421875
2022-09-27 19:28:40,2022-09-27,ADBE,Adobe Inc.,Ricks David A,Dir,P - Purchase,280.56,"+1,200","5,139",+30%,"+$336,672",277.57000732421875,320.4800109863281
2022-09-22 18:20:46,2022-09-20,META,"Meta Platforms, Inc.",Newstead Jennifer,GC,S - Sale,145.77,-342,"22,296",-2%,"-$49,853",146.08999633789062,133.22999572753906
2022-09-20 16:11:18,2022-09-16,MEDP,"Medpace Holdings, Inc.","Medpace Investors, LLC",10%,P - Purchase,151.92,"+156,635","6,237,355",+3%,"+$23,796,527",150.8699951171875,153.05999755859375
2022-09-30 20:13:23,2022-09-30,ZS,"Zscaler, Inc.",Rajic Dali,COO,S - Sale,168.0,"-20,000","270,599",-7%,"-$3,360,000",164.3699951171875,153.9600067138672
2022-09-08 17:16:57,2022-09-06,FIVN,"Five9, Inc.",Burkland Daniel P.,"Pres, Chief Revenue Officer",S - Sale,89.63,"-4,414","120,750",-4%,"-$395,627",88.75,80.26000213623047
2022-09-16 16:30:33,2022-09-15,BKNG,Booking Holdings Inc.,Goulden David I,CFO,S - Sale,2000.0,-150,"5,819",-3%,"-$300,000",1956.77001953125,1670.489990234375
2022-09-08 16:26:04,2022-09-06,FOXF,Fox Factory Holding Corp,Fletcher Thomas L.,SEE REMARKS (A),S - Sale,91.39,-275,"4,036",-6%,"-$25,132",90.58000183105469,81.9800033569336
2022-09-07 16:13:18,2022-09-02,SPT,"Sprout Social, Inc.",Del Preto Joseph,"CFO, Treasurer",S - Sale,57.06,"-3,186","126,735",-2%,"-$181,800",56.61000061035156,60.68000030517578
2022-09-08 16:19:07,2022-09-06,CHRW,"C. H. Robinson Worldwide, Inc.",Zechmeister Michael Paul,CFO,S - Sale,114.25,"-5,029","41,324",-11%,"-$574,563",112.9000015258789,99.63999938964844
2022-09-15 16:23:14,2022-09-13,CL,Colgate Palmolive Co,Massey Sally,CHRO,S - Sale,77.58,-656,"14,950",-4%,"-$50,890",75.43000030517578,69.11000061035156
2022-09-07 16:05:05,2022-08-24,FN,Fabrinet,Archer Edward T.,"EVP, Sales, Marketing",S - Sale,107.87,"-13,513","18,903",-42%,"-$1,457,701",107.81999969482422,94.08999633789062
2022-09-23 08:13:04,2022-09-22,ADBE,Adobe Inc.,Durn Daniel,"EVP, CFO",P - Purchase,288.11,"+3,250","8,948",+57%,"+$936,358",287.05999755859375,306.3699951171875
2022-09-22 16:13:21,2022-09-20,MEDP,"Medpace Holdings, Inc.","Medpace Investors, LLC",10%,P - Purchase,158.39,"+188,238","6,425,593",+3%,"+$29,814,076",155.6699981689453,157.08999633789062
2022-09-28 14:52:40,2022-09-26,MORN,"Morningstar, Inc.",Mansueto Joseph D,"Exec COB, 10%",S - Sale,211.21,"-6,055","16,886,388",0%,"-$1,278,852",211.1999969482422,221.66000366210938
2022-09-13 20:31:30,2022-09-13,CIVI,"Civitas Resources, Inc.",Garbiso Sandra,"CAO, Treasurer",S - Sale,65.0,"-1,900","27,998",-6%,"-$123,500",63.84000015258789,64.37999725341797
2022-09-15 18:23:12,2022-09-13,XMTR,"Xometry, Inc.",Zuriff Laurence,Dir,S - Sale,59.43,"-20,000","875,286",-2%,"-$1,188,619",58.900001525878906,57.2599983215332
2022-09-08 14:09:34,2022-09-07,SXI,Standex International Corp/de/,Sarcevic Ademir,"VP, CFO, Treasurer",S - Sale,85.89,"-1,592","17,575",-8%,"-$136,741",86.86000061035156,86.05999755859375
2022-09-09 17:00:30,2022-09-07,TMDX,"Transmedics Group, Inc.",Hassanein Waleed H,"Pres, CEO",S - Sale,55.33,"-20,000","446,285",-4%,"-$1,106,558",54.2400016784668,42.79999923706055
2022-09-23 19:30:11,2022-09-21,MRNA,"Moderna, Inc.",Afeyan Noubar,Dir,S - Sale,130.37,"-10,000","15,293,952",0%,"-$1,303,700",125.76000213623047,118.37999725341797
2022-09-13 11:39:32,2022-09-07,LH,Laboratory Corp of America Holdings,Caveney Brian J,"EVP, Pres of Diagnostics",P - Purchase,231.2,+44,"14,282",0%,"+$10,251",231.94000244140625,210.27000427246094
2022-09-08 16:19:55,2022-09-07,SPLK,Splunk Inc,Child Jason,"SVP, CFO",S - Sale,87.04,"-2,000","214,773",-1%,"-$174,080",88.1500015258789,79.52999877929688
2022-09-08 16:29:35,2022-09-07,PEG,Public Service Enterprise Group Inc,Larossa Ralph A,"Pres, CEO",S - Sale,65.75,"-1,054","82,649",-1%,"-$69,303",67.2300033569336,56.65999984741211
2022-09-21 15:30:17,2022-09-19,SEDG,"Solaredge Technologies, Inc.",Adest Meir,"VP, Core Technologies",S - Sale,307.75,"-5,000","162,248",-3%,"-$1,538,732",307.95001220703125,207.4199981689453
2022-09-19 18:16:02,2022-09-15,APPF,Appfolio Inc,Duca Maurice J,10%,S - Sale,100.25,"-13,072","316,992",-4%,"-$1,310,397",101.62000274658203,102.76000213623047
2022-09-21 20:09:27,2022-09-20,SWAV,"Shockwave Medical, Inc.",Watkins Frank T,Dir,S - Sale,290.09,"-3,000","9,796",-23%,"-$870,268",290.07000732421875,269.6099853515625
2022-09-29 13:56:42,2022-09-28,LLY,Eli Lilly & Co,Lilly Endowment Inc,10%,S - Sale,335.07,"-101,631","103,773,810",0%,"-$34,053,650",334.3800048828125,356.3299865722656
2022-09-06 17:14:18,2022-09-02,NVCR,Novocure Ltd,Groenhuysen Wilhelmus Cm,COO,S - Sale,79.04,-296,"165,024",0%,"-$23,395",78.6500015258789,75.9800033569336
2022-09-16 16:20:08,2022-09-16,GHC,Graham Holdings Co,Gayner Thomas Sinnickson,Dir,P - Purchase,556.15,+100,"5,500",+2%,"+$55,615",553.2899780273438,563.8300170898438
2022-09-09 17:00:23,2022-09-08,TJX,Tjx Companies Inc /de/,Herrman Ernie,"CEO, Pres",S - Sale,65.9,"-50,282","696,439",-7%,"-$3,313,800",66.47000122070312,64.58999633789062
2022-09-06 17:37:17,2022-09-02,ULTA,"Ulta Beauty, Inc.",Halligan Catherine Ann,Dir,S - Sale,428.81,-200,"2,444",-8%,"-$85,762",423.0799865722656,401.19000244140625
2022-09-01 16:39:36,2022-08-30,AEE,Ameren Corp,Diya Fadi M,SVP & CNO of Subsidiary,S - Sale,95.21,"-7,000","90,200",-7%,"-$666,470",93.33999633789062,86.0
2022-09-02 18:03:58,2022-09-01,MSFT,Microsoft Corp,Nadella Satya,CEO,S - Sale,257.71,"-56,999","799,152",-7%,"-$14,689,028",260.3999938964844,232.89999389648438
2022-09-15 16:08:56,2022-09-15,CPT,Camden Property Trust,Westbrook Kelvin R,Dir,S - Sale,130.77,"-1,820","24,932",-7%,"-$238,001",129.1300048828125,110.68000030517578
2022-09-02 16:13:19,2022-08-24,AIG,"American International Group, Inc.",Fato Luciana,"EVP, GC, Comms, Govt Affairs",S - Sale,54.01,"-17,000","43,644",-28%,"-$918,170",54.31999969482422,51.209999084472656
2022-09-06 15:13:18,2022-09-01,WWD,"Woodward, Inc.",Donovan Paul,Dir,P - Purchase,92.02,"+2,100","22,731",+10%,"+$193,242",92.70999908447266,80.26000213623047
2022-09-13 10:19:04,2022-09-09,A,"Agilent Technologies, Inc.",Thaysen Jacob,SVP,S - Sale,137.45,"-5,839","82,934",-7%,"-$802,571",137.6300048828125,127.44000244140625
