transaction_date,trade_date,ticker,company_name,owner_name,Title,transaction_type,last_price,Qty,shares_held,Owned,Value,stock_value,30_days_later
2022-08-02 17:02:41,2022-08-02,DHI,Horton D R Inc /de/,Hewatt Michael W,Dir,S - Sale,77.07,"-4,000","1,067",-79%,"-$308,284",74.16000366210938,71.1500015258789
2022-08-15 18:33:19,2022-08-12,TRMB,Trimble Inc.,Large Peter,SVP,S - Sale,71.32,"-2,188",0,-100%,"-$156,050",71.73999786376953,63.08000183105469
2022-08-18 18:08:50,2022-08-16,IR,Ingersoll Rand Inc.,Minarro Viseras Enrique,See Remarks,S - Sale,53.51,"-19,000","7,650",-71%,"-$1,016,595",53.970001220703125,49.59999847412109
2022-08-24 17:16:24,2022-08-23,LITE,Lumentum Holdings Inc.,Ali Wajid,"EVP, CFO",S - Sale,92.47,"-8,781","31,194",-22%,"-$811,937",91.75,72.58999633789062
2022-08-15 17:36:08,2022-08-12,LII,Lennox International Inc,Kosel Chris,"VP-Corp Controller, CAO",S - Sale,261.11,-400,"1,897",-17%,"-$104,443",261.8099975585937,258.2099914550781
2022-08-08 14:57:57,2022-08-08,PG,Procter & Gamble Co,Francisco Ma. Fatima,"CEO - Baby, Fem, Family Care",S - Sale,146.0,"-4,000","22,818",-15%,"-$584,000",145.27000427246094,135.6300048828125
2022-08-17 12:54:50,2022-08-15,FELE,Franklin Electric Co Inc,Kenney Donald P,"VP, Pres",S - Sale,95.09,"-5,000","27,232",-16%,"-$475,430",95.54000091552734,85.69000244140625
2022-08-11 17:34:28,2022-08-10,ENPH,"Enphase Energy, Inc.",Ranhoff David A,"EVP, Chief Commercial Officer",S - Sale,293.03,"-5,369","92,902",-5%,"-$1,573,301",303.25,317.4100036621094
2022-08-03 18:22:09,2022-08-01,PDCE,"Pdc Energy, Inc.",Meyers R Scott,"SVP, CFO",S - Sale,64.54,"-1,000","115,128",-1%,"-$64,540",64.41999816894531,65.5999984741211
2022-08-04 16:06:47,2022-08-03,TEL,Te Connectivity Ltd.,Jenkins John S,"EVP, GC",S - Sale,131.97,"-2,990","18,406",-14%,"-$394,590",133.22999572753906,124.72000122070312
2022-08-08 18:48:45,2022-08-04,BPMC,Blueprint Medicines Corp,Murray Christopher K.,"SVP, Technical Operations",S - Sale,62.72,"-5,000","18,820",-21%,"-$313,600",64.72000122070312,72.91999816894531
2022-08-18 16:02:53,2022-08-16,FIX,Comfort Systems USA Inc,Lane Brian E.,"Pres, CEO",S - Sale,106.99,"-10,211","271,118",-4%,"-$1,092,440",107.54000091552734,100.02999877929688
2022-08-12 16:05:18,2022-08-10,VRTX,Vertex Pharmaceuticals Inc / Ma,Liu Joy,"SVP, GC",S - Sale,300.32,-36,"13,352",0%,"-$10,812",295.7699890136719,288.989990234375
2022-08-11 18:26:42,2022-08-09,META,"Meta Platforms, Inc.",Newstead Jennifer,GC,S - Sale,168.75,-342,"16,379",-2%,"-$57,713",168.52999877929688,160.38999938964844
2022-08-29 16:47:33,2022-08-25,NSIT,Insight Enterprises Inc,"Valueact Holdings, L.P.","See Remarks, 10%",P - Purchase,93.49,"+109,465","4,352,638",+3%,"+$10,234,313",95.56999969482422,83.08000183105469
2022-08-02 16:25:24,2022-08-02,UMBF,Umb Financial Corp,Beaird Robert Brian,Chief Human Resource Officer,S - Sale,90.68,-299,"5,732",-5%,"-$27,113",90.86000061035156,89.47000122070312
2022-08-05 16:49:17,2022-08-03,NSP,"Insperity, Inc.",Sarvadi Paul J,"COB, CEO",S - Sale,110.42,"-24,058","1,564,139",-2%,"-$2,656,512",109.9499969482422,109.37999725341795
2022-08-19 16:30:41,2022-08-19,LAD,Lithia Motors Inc,Deboer Sidney B,Dir,P - Purchase,268.43,"+1,000","136,735",+1%,"+$268,428",269.3299865722656,238.0800018310547
2022-08-17 19:38:11,2022-08-16,EQIX,Equinix Inc,Paisley Christopher B,Dir,S - Sale,705.16,-75,"18,672",0%,"-$52,887",712.0399780273438,626.6799926757812
2022-08-30 12:22:25,2022-08-26,NIC,Nicolet Bankshares Inc,Ghidorzi Christopher J.,Dir,P - Purchase,79.18,+625,"6,423",+11%,"+$49,487",77.75,73.08999633789062
2022-08-31 15:18:35,2022-08-29,MORN,"Morningstar, Inc.",Mansueto Joseph D,"Exec COB, 10%",S - Sale,230.98,"-11,834","16,977,629",0%,"-$2,733,470",230.6999969482422,209.97000122070312
2022-08-15 18:34:33,2022-08-11,TMUS,"T-Mobile Us, Inc.",Bazzano Dara,"SVP, Chief Accounting Officer",S - Sale,143.94,"-1,902","11,251",-14%,"-$273,765",143.61000061035156,145.6999969482422
2022-08-12 11:46:30,2022-08-10,MANH,Manhattan Associates Inc,Richards Bruce,"SVP, GC",S - Sale,148.3,"-2,160","14,257",-13%,"-$320,330",148.30999755859375,141.27999877929688
2022-08-10 17:23:38,2022-08-10,PANW,Palo Alto Networks Inc,Klarich Lee,"EVP, Chief Product Officer",S - Sale,514.72,"-4,135","236,024",-2%,"-$2,128,367",173.94667053222656,182.4166717529297
2022-08-23 17:39:23,2022-08-23,CELH,"Celsius Holdings, Inc.",Kravitz Hal,Dir,S - Sale,110.0,"-5,000","21,797",-19%,"-$550,000",113.04000091552734,98.2300033569336
2022-08-19 17:12:39,2022-08-17,MORN,"Morningstar, Inc.",Mansueto Joseph D,"Exec COB, 10%",S - Sale,256.09,"-4,504","17,009,561",0%,"-$1,153,414",256.07000732421875,227.7400054931641
2022-08-12 16:23:25,2022-08-10,MSI,"Motorola Solutions, Inc.",Yazdi Cynthia,"SVP, Communications, Brand",S - Sale,253.78,-886,"7,674",-10%,"-$224,849",253.0,250.3600006103516
2022-08-10 16:25:51,2022-08-08,MA,Mastercard Inc,Mastercard Foundation,10%,S - Sale,351.43,"-531,633","103,097,683",-1%,"-$186,829,871",352.1600036621094,324.0799865722656
2022-08-12 08:52:09,2022-08-10,MTD,Mettler Toledo International Inc/,Filliol Olivier A,Dir,S - Sale,1341.34,"-8,279",30,-100%,"-$11,104,933",1346.780029296875,1284.31005859375
2022-08-10 15:16:16,2022-08-08,EXPO,Exponent Inc,Reitman Maureen T. F.,Group VP,S - Sale,98.9,"-3,000","29,444",-9%,"-$296,700",97.77999877929688,92.83000183105467
2022-08-04 17:15:39,2022-08-04,BANF,Bancfirst Corp /ok/,Craig C L Jr,Dir,S - Sale,107.94,"-1,500","50,572",-3%,"-$161,916",107.5500030517578,105.69000244140624
2022-08-25 17:56:26,2022-08-24,AMR,"Alpha Metallurgical Resources, Inc.",Stetson David J.,CEO,S - Sale,166.68,"-15,000","75,739",-17%,"-$2,500,222",169.47000122070312,129.82000732421875
2022-08-26 19:16:40,2022-08-25,CROX,"Crocs, Inc.",Sisler Shannon,"EVP, Chief People Officer",S - Sale,80.0,"-3,164","49,303",-6%,"-$253,120",81.01000213623047,66.70999908447266
2022-08-17 21:12:11,2022-08-16,SGEN,Seagen Inc.,Dansey Roger D,"Interim CEO, CMO",S - Sale,170.22,"-4,254","102,558",-4%,"-$724,095",170.52000427246094,143.6699981689453
2022-08-10 17:48:39,2022-08-08,BX,Blackstone Inc.,Porat Ruth,Dir,S - Sale,101.2,-1,"18,418",0%,-$60,102.70999908447266,94.08999633789062
2022-08-04 16:06:05,2022-08-02,CELH,"Celsius Holdings, Inc.",Milmoe William H.,10%,S - Sale,103.43,"-196,501","6,824,030",-3%,"-$20,324,098",103.61000061035156,103.48999786376952
2022-08-16 16:33:56,2022-08-15,HAE,Haemonetics Corp,Kroll Mark W,Dir,S - Sale,73.71,"-8,016","16,231",-33%,"-$590,859",75.87999725341797,77.54000091552734
2022-08-08 17:28:28,2022-08-05,AFL,Aflac Inc,White Teresa L,"Pres, Aflac U.S.",S - Sale,59.24,"-10,000","142,739",-7%,"-$592,440",59.43000030517578,59.400001525878906
2022-08-04 17:24:47,2022-08-03,RMD,Resmed Inc,Pendarvis David,Chief Administrative Officer,S - Sale,240.72,"-1,545","105,286",-1%,"-$371,912",239.6000061035156,219.47999572753903
2022-08-18 10:51:05,2022-08-09,PFG,Principal Financial Group Inc,Helton Sandra L,Dir,S - Sale,72.9,"-15,000","32,278",-32%,"-$1,093,500",73.69000244140625,75.30999755859375
2022-08-31 17:16:54,2022-08-30,APO,"Apollo Global Management, Inc.",Clayton Walter Joseph III,Dir,P - Purchase,56.07,"+5,000","29,737",+20%,"+$280,349",54.95000076293945,50.04999923706055
2022-08-08 13:00:14,2022-08-04,LKQ,Lkq Corp,Mendel John W,Dir,S - Sale,54.61,"-1,617","15,203",-10%,"-$88,304",54.43000030517578,53.45000076293945
2022-08-12 16:03:55,2022-08-10,HUBS,Hubspot Inc,Bueker Kathryn,CFO,S - Sale,400.0,-200,"36,577",-1%,"-$80,000",407.0700073242188,303.5599975585937
2022-08-10 17:07:12,2022-08-09,FIS,"Fidelity National Information Services, Inc.",Williams Lenore D,"CEVP, Chief People Officer",S - Sale,100.0,"-2,500","21,334",-10%,"-$250,000",98.01000213623048,90.9000015258789
2022-08-04 16:41:35,2022-08-03,ATVI,"Activision Blizzard, Inc.",Zerza Armin,CFO,S - Sale,80.22,"-10,174","186,117",-5%,"-$816,170",80.58999633789062,78.55000305175781
2022-08-02 15:15:11,2022-07-29,PEG,Public Service Enterprise Group Inc,Larossa Ralph A,COO,S - Sale,65.76,"-2,108","61,259",-3%,"-$138,616",65.66999816894531,66.69000244140625
2022-08-12 20:53:20,2022-08-12,MOH,"Molina Healthcare, Inc.",Barlow Jeff D.,GC,S - Sale,333.02,-536,"80,610",-1%,"-$178,499",332.42999267578125,348.2300109863281
2022-08-19 14:10:32,2022-08-17,CACI,Caci International Inc /de/,Mutryn Thomas A,"EVP, CFO",S - Sale,285.0,"-1,695","32,066",-5%,"-$483,075",283.739990234375,275.8900146484375
2022-08-29 11:39:21,2022-08-25,INTU,Intuit Inc,Goodarzi Sasan K,"CEO, Pres,, Dir",S - Sale,463.21,"-22,250","60,208",-27%,"-$10,306,509",465.8500061035156,393.9700012207031
2022-08-24 19:03:51,2022-08-22,DASH,"Doordash, Inc.",Lee Gordon S,Chief Accounting Officer,S - Sale,63.8,"-5,809","100,971",-5%,"-$370,610",63.33000183105469,57.65999984741211
2022-08-18 18:56:31,2022-08-16,MRCY,Mercury Systems Inc,McCarthy Michelle M,"VP, CAO",S - Sale,51.23,"-1,015","15,052",-6%,"-$51,997",52.619998931884766,47.58000183105469
2022-08-23 18:13:57,2022-08-22,PI,Impinj Inc,Diorio Chris Ph.D.,CEO,S - Sale,92.31,"-10,000","889,025",-1%,"-$923,091",91.48999786376952,89.66000366210938
2022-08-31 17:09:57,2022-08-29,EA,Electronic Arts Inc.,Wilson Andrew,"CEO, Board Chair",S - Sale,130.05,"-7,373","126,174",-6%,"-$958,883",129.60000610351562,115.13999938964844
2022-08-23 19:47:08,2022-08-19,PSA,Public Storage,Gustavson Tamara Hughes,"Dir, 10%",S - Sale,351.44,"-1,430","17,239,967",0%,"-$502,553",351.2300109863281,313.1499938964844
2022-08-22 17:45:55,2022-08-18,MRCY,Mercury Systems Inc,Aslett Mark,"Pres, CEO",S - Sale,51.52,"-21,322","527,694",-4%,"-$1,098,431",51.22999954223633,46.5
2022-08-11 16:15:58,2022-08-10,CSGP,"Costar Group, Inc.",Hill John W,Dir,S - Sale,74.49,"-1,400","20,598",-6%,"-$104,286",74.7300033569336,78.55999755859375
2022-08-11 18:06:05,2022-08-09,CI,Cigna Corp,Sanford Paul A,EVP Operations,S - Sale,285.0,-374,"9,378",-4%,"-$106,590",285.0400085449219,290.0
2022-08-18 17:10:24,2022-08-16,LMAT,Lemaitre Vascular Inc,Lemaitre George W,"COB, CEO, 10%",S - Sale,54.14,"-26,568","2,480,908",-1%,"-$1,438,338",54.5099983215332,51.02999877929688
2022-08-16 15:05:34,2022-08-15,OFLX,"Omega Flex, Inc.",Albino Mark F,Dir,S - Sale,118.88,"-7,438","242,094",-3%,"-$884,244",117.0999984741211,109.29000091552734
2022-08-08 16:12:06,2022-08-09,ACLS,Axcelis Technologies Inc,Lawson Douglas A.,"EVP, Corporate Mktg, Strategy",S - Sale,74.69,"-4,554","34,388",-12%,"-$340,138",68.3499984741211,62.54999923706055
2022-08-03 17:09:26,2022-08-01,PLXS,Plexus Corp,Frisch Steven J.,"Pres, Chief Strategy Off",S - Sale,94.0,"-6,580","50,086",-12%,"-$618,541",94.01000213623048,93.98999786376952
2022-08-17 10:24:00,2022-08-15,NIC,Nicolet Bankshares Inc,Davis Lynn Dale,Dir,P - Purchase,84.69,+240,"10,338",+2%,"+$20,324",85.31999969482422,74.30999755859375
2022-08-02 10:57:39,2022-07-25,SON,Sonoco Products Co,Fuller Rodger D,COO,S - Sale,62.53,"-7,917","75,901",-9%,"-$495,011",62.02000045776367,64.88999938964844
2022-08-17 19:42:45,2022-08-15,LNTH,"Lantheus Holdings, Inc.",Marshall Robert J. Jr.,"CFO, Treasurer",S - Sale,82.82,"-5,000","130,893",-4%,"-$414,100",83.69999694824219,84.58999633789062
2022-08-10 12:35:07,2022-08-09,USPH,U S Physical Therapy Inc /nv,Motsenbocker Anne,Dir,P - Purchase,92.29,+500,"2,600",+24%,"+$46,145",88.97000122070312,79.06999969482422
2022-08-08 09:03:12,2022-08-05,CLH,Clean Harbors Inc,Robertson Andrea,Dir,S - Sale,106.37,"-1,095","10,719",-9%,"-$116,475",110.08999633789062,116.77999877929688
2022-08-26 20:14:44,2022-08-25,CTLT,"Catalent, Inc.",Arnold Jonathan,"SVP, Chief Commercial Ofcr",S - Sale,103.04,-384,"55,958",-1%,"-$39,567",104.1999969482422,76.06999969482422
2022-08-23 16:50:35,2022-08-19,WEX,Wex Inc.,Tinto Melanie J,CHRO,S - Sale,165.69,-766,"6,758",-10%,"-$126,919",166.72000122070312,146.38999938964844
2022-08-22 16:56:39,2022-08-18,UMBF,Umb Financial Corp,Kemper J Mariner,"COB, CEO",S - Sale,97.85,"-8,119","2,945,995",0%,"-$794,413",98.80999755859376,89.52999877929688
2022-08-19 16:00:21,2022-08-18,SEAS,"Seaworld Entertainment, Inc.",Swanson Marc,CEO,S - Sale,54.12,"-4,000","170,129",-2%,"-$216,480",55.13999938964844,53.59000015258789
2022-08-11 19:36:16,2022-08-09,SITM,Sitime Corp,Takata Akira,Dir,S - Sale,135.28,"-4,240","11,353",-27%,"-$573,570",129.5800018310547,97.69000244140624
2022-08-05 16:01:07,2022-08-03,SPT,"Sprout Social, Inc.",Barretto Ryan Paul,Pres,S - Sale,56.14,"-5,600","662,884",-1%,"-$314,410",58.90999984741211,57.52999877929688
2022-08-05 15:06:02,2022-08-04,PEG,Public Service Enterprise Group Inc,Chernick Rose M,"VP, Controller",S - Sale,65.51,-200,"32,817",-1%,"-$13,102",64.7300033569336,64.01000213623047
2022-08-24 19:05:49,2022-08-22,DASH,"Doordash, Inc.",Yandell Keith,Chief Business Officer,S - Sale,63.78,"-12,960","259,999",-5%,"-$826,547",63.33000183105469,57.65999984741211
2022-08-12 18:59:20,2022-08-12,MPWR,Monolithic Power Systems Inc,Hsing Michael,CEO,S - Sale,525.95,"-6,306","1,162,689",-1%,"-$3,316,641",527.75,447.2000122070313
2022-08-03 17:54:02,2022-08-01,SITM,Sitime Corp,Sevalia Piyush B,EVP Marketing,S - Sale,190.0,-772,"111,239",-1%,"-$146,680",187.0500030517578,110.75
2022-08-16 17:30:10,2022-08-15,ADUS,Addus Homecare Corp,Bickham W Bradley,"Pres, COO",S - Sale,95.0,"-3,797","39,284",-9%,"-$360,715",96.16999816894533,91.62000274658205
2022-08-08 17:56:08,2022-08-04,ADUS,Addus Homecare Corp,Bickham W Bradley,"Pres, COO",S - Sale,93.53,"-5,203","43,081",-11%,"-$486,620",92.69000244140624,87.91999816894531
2022-08-22 17:45:58,2022-08-18,MRCY,Mercury Systems Inc,Cambria Christopher C,"EVP, GC, Secretary",S - Sale,51.37,"-2,822","118,414",-2%,"-$144,959",51.22999954223633,46.5
2022-08-16 19:17:27,2022-08-12,AWR,American States Water Co,Hodges Granville R Jr,Former Officer,S - Sale,89.9,"-13,559","18,575",-42%,"-$1,218,956",88.94999694824219,84.38999938964844
2022-08-12 17:04:37,2022-08-12,ALRM,"Alarm.Com Holdings, Inc.",Valenzuela Steve,CFO,S - Sale,75.6,"-6,820","36,309",-16%,"-$515,592",76.79000091552734,70.77999877929688
2022-08-10 18:00:54,2022-08-08,ENOV,Enovis Corp,Tandy Bradley J,"SVP, GC",S - Sale,58.39,"-3,355","13,845",-20%,"-$195,898",58.040000915527344,48.63999938964844
2022-08-26 17:48:27,2022-08-24,TRUP,"Trupanion, Inc.",Friedman Gavin,"EVP, Legal, Regulatory",S - Sale,72.17,"-3,000","3,968",-43%,"-$216,513",73.3499984741211,58.86000061035156
2022-08-10 19:35:28,2022-08-08,DTM,"Dt Midstream, Inc.",Tumminello Peter I,Dir,P - Purchase,54.8,"+3,000","3,000",New,"+$164,400",55.0099983215332,54.95000076293945
2022-08-31 16:22:25,2022-08-29,LITE,Lumentum Holdings Inc.,Sepe Matthew Joseph,Chief Accounting Officer,S - Sale,86.2,"-3,030","24,624",-11%,"-$261,183",85.7300033569336,70.0199966430664
2022-08-19 16:42:32,2022-08-17,NWN,Northwest Natural Holding Co,Weber David A.,"VP, Gas Supply",S - Sale,53.22,"-1,436","17,612",-8%,"-$76,417",53.15999984741211,47.93000030517578
2022-08-05 14:45:01,2022-08-03,CINF,Cincinnati Financial Corp,Aaron Thomas J,Dir,P - Purchase,96.33,"+1,030","7,936",+15%,"+$99,220",96.6999969482422,97.72000122070312
2022-08-04 16:41:29,2022-08-03,CWT,California Water Service Group,Luu Michael B,"VP, Customer Service, IT",S - Sale,60.54,-425,"18,277",-2%,"-$25,730",61.34000015258789,59.27999877929688
2022-08-15 17:53:34,2022-08-15,BOKF,Bok Financial Corp,Bangert Steven,Dir,S - Sale,95.0,"-4,000","95,913",-4%,"-$380,000",94.79000091552734,90.77999877929688
2022-08-05 11:53:37,2022-08-03,WWD,"Woodward, Inc.",Blankenship Charles P,"CEO, Pres",P - Purchase,94.97,+500,"37,100",+1%,"+$47,484",95.16000366210938,92.70999908447266
2022-08-03 16:14:25,2022-08-03,BANF,Bancfirst Corp /ok/,Rainbolt David E,"Exec,amp; Dir, 10%",S - Sale,111.33,"-9,388","5,127,616",0%,"-$1,045,123",110.62000274658205,106.62999725341795
2022-08-19 16:19:29,2022-08-18,ETR,Entergy Corp /de/,Herman Alexis M,Dir,S - Sale,120.35,-161,"7,375",-2%,"-$19,376",120.4800033569336,115.41999816894533
2022-08-17 11:40:45,2022-08-15,BBSI,Barrett Business Services Inc,Blotz Gerald,"EVP, COO",S - Sale,84.49,"-7,411","35,834",-17%,"-$626,174",84.83000183105469,80.69000244140625
2022-08-04 20:26:49,2022-08-04,WEX,Wex Inc.,Deshaies Robert Joseph,"COO, Americas",S - Sale,170.16,"-1,200","8,827",-12%,"-$204,192",167.5800018310547,152.25
2022-08-11 16:59:11,2022-08-10,IRM,Iron Mountain Inc,Marson Deborah,"EVP, GC, Sec.",S - Sale,54.0,"-1,125","51,407",-2%,"-$60,750",54.130001068115234,52.79999923706055
2022-08-23 20:14:32,2022-08-23,ROKU,"Roku, Inc",Fyfield Mai,Dir,S - Sale,71.15,-116,826,-12%,"-$8,253",68.8499984741211,65.625
2022-08-15 17:12:46,2022-08-11,CHWY,"Chewy, Inc.",Bowman Stacy,Principal Accounting Officer,S - Sale,50.0,"-11,422","340,496",-3%,"-$571,100",48.29999923706055,35.97999954223633
2022-08-16 14:30:16,2022-08-15,SCL,Stepan Co,Behrens Scott R.,"Pres, COO",S - Sale,114.07,"-1,000","12,100",-8%,"-$114,074",114.3499984741211,98.83000183105467
2022-08-22 17:46:15,2022-08-19,MRCY,Mercury Systems Inc,McCarthy Michelle M,"VP, CAO",S - Sale,51.23,"-1,652","13,517",-11%,"-$84,633",51.66999816894531,46.5
2022-08-04 16:24:34,2022-08-03,SAM,Boston Beer Co Inc,O'Boyle Carolyn L.,Chief People Officer,S - Sale,381.73,-251,"2,593",-9%,"-$95,814",378.3299865722656,337.2900085449219
2022-08-17 18:24:59,2022-08-17,MATX,"Matson, Inc.",Rolfe Rusty K,EVP,S - Sale,81.64,"-5,000","25,499",-16%,"-$408,222",81.08000183105469,69.7699966430664
2022-08-03 17:41:49,2022-08-01,AAWW,Atlas Air Worldwide Holdings Inc,Dietrich John W,"Pres, CEO",S - Sale,84.13,"-39,463","64,989",-38%,"-$3,320,101",84.98999786376953,99.80999755859376
2022-08-18 18:56:18,2022-08-16,MRCY,Mercury Systems Inc,Cambria Christopher C,"EVP, GC, Secretary",S - Sale,51.34,"-1,147","116,584",-1%,"-$58,882",52.619998931884766,47.58000183105469
2022-08-26 17:26:41,2022-08-24,DKL,"Delek Logistics Partners, LP",Brown Charles J III,Dir,S - Sale,59.95,"-8,000","10,752",-43%,"-$479,564",59.38999938964844,52.43000030517578
2022-08-22 14:01:20,2022-08-19,OFLX,"Omega Flex, Inc.",Albino Mark F,Dir,S - Sale,120.03,"-3,425","192,275",-2%,"-$411,088",117.5500030517578,106.6999969482422
2022-08-17 13:02:15,2022-08-16,OFLX,"Omega Flex, Inc.",Albino Mark F,Dir,S - Sale,115.73,"-2,485","211,438",-1%,"-$287,576",115.44000244140624,105.8000030517578
2022-08-25 12:37:23,2022-08-23,PNC,"Pnc Financial Services Group, Inc.",Lyons Michael P.,EVP,S - Sale,166.96,"-3,500","174,651",-2%,"-$584,355",166.49000549316406,158.4499969482422
2022-08-11 18:09:56,2022-08-08,TRUP,"Trupanion, Inc.",Rawlings Darryl,CEO,S - Sale,66.86,"-4,000","1,426,305",0%,"-$267,426",71.51000213623047,65.8499984741211
2022-08-02 20:45:40,2022-07-19,CNXC,Concentrix Corp,Silver Star Developments Ltd,10%,S - Sale,125.0,"-524,691","4,415,535",-11%,"-$65,586,375",129.2100067138672,133.6300048828125
2022-08-10 16:06:18,2022-08-09,VRTX,Vertex Pharmaceuticals Inc / Ma,Liu Joy,"SVP, GC",S - Sale,300.0,-946,"13,388",-7%,"-$283,800",298.8299865722656,284.44000244140625
2022-08-15 14:04:01,2022-08-15,ETN,Eaton Corp Plc,Hopgood Daniel Roy,See Remarks below.,S - Sale,151.7,"-1,500","7,376",-17%,"-$227,553",152.4199981689453,142.50999450683594
2022-08-22 16:46:12,2022-08-18,DINO,Hf Sinclair Corp,Bhatia Vaishali S.,"SVP, GC, Sec",S - Sale,54.03,"-10,435","38,442",-21%,"-$563,803",52.88999938964844,49.4900016784668
2022-08-03 17:28:29,2022-08-01,TXN,Texas Instruments Inc,Roberts Mark T.,SVP,S - Sale,177.5,"-2,048","28,475",-7%,"-$363,527",178.8000030517578,166.74000549316406
2022-08-22 16:33:57,2022-08-19,MTB,M&t Bank Corp,Todaro Michael J.,Sr. EVP,S - Sale,188.83,"-1,050","3,667",-22%,"-$198,270",188.82000732421875,182.8500061035156
2022-08-10 20:20:26,2022-03-08,DTM,"Dt Midstream, Inc.",Jewell Jeffrey A,"Exec VP, CFO",S - Sale,56.99,-700,"10,824",-6%,"-$39,889",56.650001525878906,54.36000061035156
2022-08-05 16:19:13,2022-08-03,NKE,"Nike, Inc.",Campion Andrew,COO,S - Sale,113.42,"-5,922","75,295",-7%,"-$671,673",114.27999877929688,106.48999786376952
2022-08-22 12:10:32,2022-08-18,GEF,"Greif, Inc",Petitti Nicholas Joseph,10%,S - Sale,69.89,"-6,071","2,973,268",0%,"-$424,305",72.33999633789062,63.869998931884766
2022-08-31 16:07:26,2022-08-31,WWD,"Woodward, Inc.",Blankenship Charles P,"CEO, Pres",P - Purchase,92.97,+500,"38,600",+1%,"+$46,485",93.06999969482422,80.79000091552734
2022-08-02 17:26:40,2022-08-01,RGEN,Repligen Corp,Snodgres Jon,CFO,S - Sale,220.0,"-2,000","37,187",-5%,"-$440,000",212.55999755859372,219.7100067138672
2022-08-25 21:45:16,2022-08-25,RH,Rh,Krane Hilary K,Dir,S - Sale,295.0,-138,"6,937",-2%,"-$40,710",294.6400146484375,246.44000244140625
2022-08-03 18:26:53,2022-08-01,PDCE,"Pdc Energy, Inc.",Brookman Barton R Jr,"Pres, CEO",S - Sale,63.64,"-2,000","386,201",-1%,"-$127,288",64.41999816894531,65.5999984741211
2022-08-12 12:24:37,2022-08-11,OFLX,"Omega Flex, Inc.",Albino Mark F,Dir,S - Sale,117.86,"-7,667","259,532",-3%,"-$903,602",117.3499984741211,111.11000061035156
2022-08-10 16:19:55,2022-08-08,MSI,"Motorola Solutions, Inc.",Hacker Mark S.,"EVP, GC, Chief Admin Officer",S - Sale,249.05,"-7,900","13,094",-38%,"-$1,967,523",248.1499938964844,243.57000732421875
2022-08-31 16:23:28,2022-08-29,SPT,"Sprout Social, Inc.",Walker Karen,Dir,S - Sale,59.11,"-8,900","79,078",-10%,"-$526,040",57.5099983215332,60.18999862670898
2022-08-11 17:00:37,2022-08-10,VAC,Marriott Vacations Worldwide Corp,Smith Dwight D.,"EVP, CIO",S - Sale,148.0,"-2,700","17,112",-14%,"-$399,600",144.9499969482422,142.32000732421875
2022-08-17 09:27:08,2022-08-16,SYBT,"Stock Yards Bancorp, Inc.",Herde Carl G,Dir,S - Sale,72.33,"-3,000","49,752",-6%,"-$216,987",71.95999908447266,67.76000213623047
2022-08-31 16:18:56,2022-08-30,SWK,"Stanley Black & Decker, Inc.",Link Janet,"SVP, GC, Sec'y",S - Sale,90.96,"-1,000","28,260",-3%,"-$90,960",89.0199966430664,79.58999633789062
2022-08-10 16:30:35,2022-08-08,LNTH,"Lantheus Holdings, Inc.",Heino Mary Anne,"Pres, CEO",S - Sale,79.69,"-9,432","685,683",-1%,"-$751,658",79.19000244140625,79.47000122070312
2022-08-18 16:36:21,2022-08-16,DDOG,"Datadog, Inc.",Acocella Kerry,"GC, Corp Secy",S - Sale,114.51,"-4,134","44,873",-8%,"-$473,384",113.54000091552734,97.02999877929688
2022-08-02 19:09:23,2022-07-29,WSM,Williams Sonoma Inc,Whalen Julie,EVP CFO,S - Sale,140.66,"-5,000","97,346",-5%,"-$703,300",144.4199981689453,154.6300048828125
2022-08-16 16:34:44,2022-08-15,ADI,Analog Devices Inc,Doluca Tunc,Dir,S - Sale,180.0,"-16,800","714,684",-2%,"-$3,024,000",179.88999938964844,148.25
2022-08-15 17:43:35,2022-08-12,CWST,Casella Waste Systems Inc,Burke Michael K,Dir,S - Sale,84.73,"-5,350","18,497",-22%,"-$453,328",85.6500015258789,83.88999938964844
2022-08-15 17:58:44,2022-08-11,COIN,"Coinbase Global, Inc.",Lutke Tobias,Dir,P - Purchase,97.24,"+3,930","29,952",+15%,"+$382,153",84.0,80.87000274658203
2022-08-12 12:55:33,2022-08-10,GEF,"Greif, Inc",Petitti Nicholas Joseph,10%,S - Sale,70.49,"-6,493","2,995,047",0%,"-$457,659",71.06999969482422,67.2699966430664
2022-08-04 16:06:49,2022-08-02,KLAC,Kla Corp,Lorig Brian,EVP,S - Sale,383.71,-351,"27,209",-1%,"-$134,682",382.6900024414063,344.1300048828125
2022-08-10 16:57:23,2022-08-08,PRFT,Perficient Inc,Matthews Brian L,Dir,P - Purchase,90.21,+220,"12,618",+2%,"+$19,846",89.2300033569336,72.91999816894531
2022-08-26 16:12:38,2022-08-25,ALGT,Allegiant Travel Co,Wilson Robert Paul III,"EVP, CIO",S - Sale,101.15,"-1,800","13,163",-12%,"-$182,068",100.47000122070312,80.27999877929688
2022-08-10 16:56:37,2022-08-08,CRUS,"Cirrus Logic, Inc.",Davern Alexander M,Dir,S - Sale,84.74,"-1,000","18,875",-5%,"-$84,740",84.79000091552734,72.2699966430664
